"enrollment_id","student_id","section_id","enrollment_date","final_grade"
468,5379,53,"'2026-07-30'","3.4"
469,5380,54,"'2026-07-31'","4"
470,5381,55,"'2026-08-01'","2.5"
471,5382,56,"'2026-08-02'","3.9"
472,5383,57,"'2026-08-03'","3.3"
473,5384,58,"'2026-08-04'","2.9"
474,5385,59,"'2026-08-05'","3"
475,5386,60,"'2026-08-06'","3.6"
476,5387,10,"'2026-08-07'","3.9"
477,5388,11,"'2026-08-08'","3.1"
478,5389,12,"'2026-08-09'","3.4"
479,5390,13,"'2026-08-10'","4"
480,5391,14,"'2026-08-11'","2.5"
481,5392,15,"'2026-08-12'","3.8"
482,5393,16,"'2026-08-13'","3.2"
483,5394,17,"'2026-08-14'","3.9"
484,5395,18,"'2026-08-15'","3.5"
485,5396,19,"'2026-08-16'","3.6"
486,5397,20,"'2026-08-17'","2.8"
487,5398,21,"'2026-08-18'","3.9"
488,5399,22,"'2026-08-19'","3"
489,5400,23,"'2026-08-20'","3.7"
490,5401,24,"'2026-08-21'","3.2"
491,5402,25,"'2026-08-22'","3.5"
492,5403,26,"'2026-08-23'","3.8"
493,5404,27,"'2026-08-24'","3.1"
494,5405,28,"'2026-08-25'","3.4"
495,5406,29,"'2026-08-26'","4"
496,5407,30,"'2026-08-27'","2.5"
497,5408,31,"'2026-08-28'","3.9"
498,5409,32,"'2026-08-29'","3.3"
499,5410,33,"'2026-08-30'","2.9"
500,5411,34,"'2026-08-31'","3"
501,5412,35,"'2026-09-01'","3.6"
502,5413,36,"'2026-09-02'","3.9"
503,5414,37,"'2026-09-03'","3.1"
504,5415,38,"'2026-09-04'","3.4"
505,5416,39,"'2026-09-05'","4"
506,5417,40,"'2026-09-06'","2.5"
507,5418,41,"'2026-09-07'","3.8"
508,5419,42,"'2026-09-08'","3.2"
509,5420,43,"'2026-09-09'","3.9"
510,5421,44,"'2026-09-10'","3.5"
511,5422,45,"'2026-09-11'","3.6"
512,5423,46,"'2026-09-12'","2.8"
513,5424,47,"'2026-09-13'","3.9"
514,5425,48,"'2026-09-14'","3"
515,5426,49,"'2026-09-15'","3.7"
516,5427,50,"'2026-09-16'","3.2"
517,5428,51,"'2026-09-17'","3.5"
518,5429,52,"'2026-09-18'","3.8"
519,5430,53,"'2026-09-19'","3.1"
520,5431,54,"'2026-09-20'","3.4"
521,5432,55,"'2026-09-21'","4"
522,5433,56,"'2026-09-22'","2.5"
523,5434,57,"'2026-09-23'","3.9"
524,5435,58,"'2026-09-24'","3.3"
525,5436,59,"'2026-09-25'","2.9"
526,5437,60,"'2026-09-26'","3"
527,5438,10,"'2026-09-27'","3.6"
528,5439,11,"'2026-09-28'","3.9"
529,5440,12,"'2026-09-29'","3.1"
530,5441,13,"'2026-09-30'","3.4"
531,5442,14,"'2026-10-01'","4"
532,5443,15,"'2026-10-02'","2.5"
533,5444,16,"'2026-10-03'","3.8"
534,5445,17,"'2026-10-04'","3.2"
535,5446,18,"'2026-10-05'","3.9"
536,5447,19,"'2026-10-06'","3.5"
537,5448,20,"'2026-10-07'","3.6"
538,5449,21,"'2026-10-08'","2.8"
539,5450,22,"'2026-10-09'","3.9"
540,5451,23,"'2026-10-10'","3"
541,5452,24,"'2026-10-11'","3.7"
542,5453,25,"'2026-10-12'","3.2"
543,5454,26,"'2026-10-13'","3.5"
544,5455,27,"'2026-10-14'","3.8"
545,5456,28,"'2026-10-15'","3.1"
546,5457,29,"'2026-10-16'","3.4"
547,5458,30,"'2026-10-17'","4"
548,5459,31,"'2026-10-18'","2.5"
549,5460,32,"'2026-10-19'","3.9"
550,5461,33,"'2026-10-20'","3.3"
551,5462,34,"'2026-10-21'","2.9"
552,5463,35,"'2026-10-22'","3"
553,5464,36,"'2026-10-23'","3.6"
554,5465,37,"'2026-10-24'","3.9"
555,5466,38,"'2026-10-25'","3.1"
556,5467,39,"'2026-10-26'","3.4"
557,5468,40,"'2026-10-27'","4"
558,5469,41,"'2026-10-28'","2.5"
559,5470,42,"'2026-10-29'","3.8"
560,5471,43,"'2026-10-30'","3.2"
561,5472,44,"'2026-10-31'","3.9"
562,5473,45,"'2026-11-01'","3.5"
563,5474,46,"'2026-11-02'","3.6"
564,5475,47,"'2026-11-03'","2.8"
565,5476,48,"'2026-11-04'","3.9"
566,5477,49,"'2026-11-05'","3"
567,5478,50,"'2026-11-06'","3.7"
568,5479,51,"'2026-11-07'","3.2"
569,5480,52,"'2026-11-08'","3.5"
570,5481,53,"'2026-11-09'","3.8"
571,5482,54,"'2026-11-10'","3.1"
572,5483,55,"'2026-11-11'","3.4"
573,5484,56,"'2026-11-12'","4"
574,5485,57,"'2026-11-13'","2.5"
575,5486,58,"'2026-11-14'","3.9"
576,5487,59,"'2026-11-15'","3.3"
577,5488,60,"'2026-11-16'","2.9"
578,5489,10,"'2026-11-17'","3"
579,5490,11,"'2026-11-18'","3.6"
580,5491,12,"'2026-11-19'","3.9"
581,5492,13,"'2026-11-20'","3.1"
582,5493,14,"'2026-11-21'","3.4"
583,5494,15,"'2026-11-22'","4"
584,5495,16,"'2026-11-23'","2.5"
585,5496,17,"'2026-11-24'","3.8"
586,5497,18,"'2026-11-25'","3.2"
587,5498,19,"'2026-11-26'","3.9"
588,5499,20,"'2026-11-27'","3.5"
589,5500,21,"'2026-11-28'","3.6"
590,5501,22,"'2026-11-29'","2.8"
591,5502,23,"'2026-11-30'","3.9"
592,5503,24,"'2026-12-01'","3"
593,5504,25,"'2026-12-02'","3.7"
594,5505,26,"'2026-12-03'","3.2"
595,5506,27,"'2026-12-04'","3.5"
596,5507,28,"'2026-12-05'","3.8"
597,5508,29,"'2026-12-06'","3.1"
598,5509,30,"'2026-12-07'","3.4"
599,5510,31,"'2026-12-08'","4"
600,5511,32,"'2026-12-09'","2.5"
601,5512,33,"'2026-12-10'","3.9"
602,5513,34,"'2026-12-11'","3.3"
603,5514,35,"'2026-12-12'","2.9"
604,5515,36,"'2026-12-13'","3"
605,5516,37,"'2026-12-14'","3.6"
606,5517,38,"'2026-12-15'","3.9"
607,5518,39,"'2026-12-16'","3.1"
608,5519,40,"'2026-12-17'","3.4"
609,5520,41,"'2026-12-18'","4"
610,5521,42,"'2026-12-19'","2.5"
611,5522,43,"'2026-12-20'","3.8"
612,5523,44,"'2026-12-21'","3.2"
613,5524,45,"'2026-12-22'","3.9"
614,5525,46,"'2026-12-23'","3.5"
615,5526,47,"'2026-12-24'","3.6"
616,5527,48,"'2026-12-25'","2.8"
617,5528,49,"'2026-12-26'","3.9"
618,5529,50,"'2026-12-27'","3"
619,5530,51,"'2026-12-28'","3.7"
620,5531,52,"'2026-12-29'","3.2"
621,5532,53,"'2026-12-30'","3.5"
622,5533,54,"'2026-12-31'","3.8"
623,5534,55,"'2027-01-01'","3.1"
624,5535,56,"'2027-01-02'","3.4"
625,5536,57,"'2027-01-03'","4"
626,5537,58,"'2027-01-04'","2.5"
627,5538,59,"'2027-01-05'","3.9"
628,5539,60,"'2027-01-06'","3.3"
629,5540,10,"'2027-01-07'","2.9"
630,5541,11,"'2027-01-08'","3"
631,5542,12,"'2027-01-09'","3.6"
632,5543,13,"'2027-01-10'","3.9"
633,5544,14,"'2027-01-11'","3.1"
634,5545,15,"'2027-01-12'","3.4"
635,5546,16,"'2027-01-13'","4"
636,5547,17,"'2027-01-14'","2.5"
637,5548,18,"'2027-01-15'","3.8"
638,5549,19,"'2027-01-16'","3.2"
639,5550,20,"'2027-01-17'","3.9"
640,5551,21,"'2027-01-18'","3.5"
641,5552,22,"'2027-01-19'","3.6"
642,5553,23,"'2027-01-20'","2.8"
643,5554,24,"'2027-01-21'","3.9"
644,5555,25,"'2027-01-22'","3"
645,5556,26,"'2027-01-23'","3.7"
646,5557,27,"'2027-01-24'","3.2"
647,5558,28,"'2027-01-25'","3.5"
648,5559,29,"'2027-01-26'","3.8"
649,5560,30,"'2027-01-27'","3.1"
650,5561,31,"'2027-01-28'","3.4"
651,5562,32,"'2027-01-29'","4"
652,5563,33,"'2027-01-30'","2.5"
653,5564,34,"'2027-01-31'","3.9"
654,5565,35,"'2027-02-01'","3.3"
655,5566,36,"'2027-02-02'","2.9"
656,5567,37,"'2027-02-03'","3"
657,5568,38,"'2027-02-04'","3.6"
658,5569,39,"'2027-02-05'","3.9"
659,5570,40,"'2027-02-06'","3.1"
660,5571,41,"'2027-02-07'","3.4"
661,5572,42,"'2027-02-08'","4"
662,5573,43,"'2027-02-09'","2.5"
663,5574,44,"'2027-02-10'","3.8"
664,5575,45,"'2027-02-11'","3.2"
665,5576,46,"'2027-02-12'","3.9"
666,5577,47,"'2027-02-13'","3.5"
667,5578,48,"'2027-02-14'","3.6"
668,5579,49,"'2027-02-15'","2.8"
669,5580,50,"'2027-02-16'","3.9"
670,5581,51,"'2027-02-17'","3"
671,5582,52,"'2027-02-18'","3.7"
672,5583,53,"'2027-02-19'","3.2"
673,5584,54,"'2027-02-20'","3.5"
674,5585,55,"'2027-02-21'","3.8"
675,5586,56,"'2027-02-22'","3.1"
676,5587,57,"'2027-02-23'","3.4"
677,5588,58,"'2027-02-24'","4"
678,5589,59,"'2027-02-25'","2.5"
679,5590,60,"'2027-02-26'","3.9"
680,5591,10,"'2027-02-27'","3.3"
681,5592,11,"'2027-02-28'","2.9"
682,5593,12,"'2027-03-01'","3"
683,5594,13,"'2027-03-02'","3.6"
684,5595,14,"'2027-03-03'","3.9"
685,5596,15,"'2027-03-04'","3.1"
686,5597,16,"'2027-03-05'","3.4"
687,5598,17,"'2027-03-06'","4"
688,5599,18,"'2027-03-07'","2.5"
689,5600,19,"'2027-03-08'","3.8"
690,5601,20,"'2027-03-09'","3.2"
691,5602,21,"'2027-03-10'","3.9"
692,5603,22,"'2027-03-11'","3.5"
693,5604,23,"'2027-03-12'","3.6"
694,5605,24,"'2027-03-13'","2.8"
695,5606,25,"'2027-03-14'","3.9"
696,5607,26,"'2027-03-15'","3"
697,5608,27,"'2027-03-16'","3.7"
698,5609,28,"'2027-03-17'","3.2"
699,5610,29,"'2027-03-18'","3.5"
700,5611,30,"'2027-03-19'","3.8"
701,5612,31,"'2027-03-20'","3.1"
702,5613,32,"'2027-03-21'","3.4"
703,5614,33,"'2027-03-22'","4"
704,5615,34,"'2027-03-23'","2.5"
705,5616,35,"'2027-03-24'","3.9"
706,5617,36,"'2027-03-25'","3.3"
707,5618,37,"'2027-03-26'","2.9"
708,5619,38,"'2027-03-27'","3"
709,5620,39,"'2027-03-28'","3.6"
710,5621,40,"'2027-03-29'","3.9"
711,5622,41,"'2027-03-30'","3.1"
712,5623,42,"'2027-03-31'","3.4"
713,5624,43,"'2027-04-01'","4"
714,5625,44,"'2027-04-02'","2.5"
715,5626,45,"'2027-04-03'","3.8"
716,5627,46,"'2027-04-04'","3.2"
717,5628,47,"'2027-04-05'","3.9"
718,5629,48,"'2027-04-06'","3.5"
719,5630,49,"'2027-04-07'","3.6"
720,5631,50,"'2027-04-08'","2.8"
721,5632,51,"'2027-04-09'","3.9"
722,5633,52,"'2027-04-10'","3"
723,5634,53,"'2027-04-11'","3.7"
724,5635,54,"'2027-04-12'","3.2"
725,5636,55,"'2027-04-13'","3.5"
726,5637,56,"'2027-04-14'","3.8"
727,5638,57,"'2027-04-15'","3.1"
728,5639,58,"'2027-04-16'","3.4"
729,5640,59,"'2027-04-17'","4"
730,5641,60,"'2027-04-18'","2.5"
731,5642,10,"'2027-04-19'","3.9"
732,5643,11,"'2027-04-20'","3.3"
733,5644,12,"'2027-04-21'","2.9"
734,5645,13,"'2027-04-22'","3"
735,5646,14,"'2027-04-23'","3.6"
736,5647,15,"'2027-04-24'","3.9"
737,5648,16,"'2027-04-25'","3.1"
738,5649,17,"'2027-04-26'","3.4"
739,5650,18,"'2027-04-27'","4"
740,5651,19,"'2027-04-28'","2.5"
741,5652,20,"'2027-04-29'","3.8"
742,5653,21,"'2027-04-30'","3.2"
743,5654,22,"'2027-05-01'","3.9"
